Orientation Trunk AP,Orientation Thigh AP,Orientation Shank AP,Orientation Trunk ML,Angle Hip,Angle Knee,Ang Velocity Knee,Ang Velocity Hip,STS Phase,Placeholder,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.37,0.78,2.00,0.00,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.37,0.78,2.00,0.00,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.26,0.72,2.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.16,0.66,2.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.17,0.67,2.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.16,0.67,2.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.15,0.66,2.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.20,0.69,2.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.22,0.70,2.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.22,0.70,2.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.28,0.73,2.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.29,0.74,2.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.20,0.69,2.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.12,0.65,2.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.15,0.66,2.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.15,0.66,2.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.14,0.65,2.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.20,0.69,2.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.22,0.70,2.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.22,0.70,2.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.28,0.74,2.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.30,0.75,2.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.20,0.69,2.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.13,0.65,2.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.15,0.66,2.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.15,0.66,2.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.14,0.66,2.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.20,0.69,2.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.23,0.70,2.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.22,0.70,2.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.28,0.74,2.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.30,0.75,2.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.20,0.69,2.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.13,0.65,2.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.15,0.66,2.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.15,0.66,2.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.14,0.66,2.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.20,0.69,2.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.22,0.70,2.00,0.00,,
18.70,-48.60,0.00,0.00,108.70,129.10,1.14,0.66,2.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.08,0.62,2.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.11,0.64,2.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.12,0.65,2.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.12,0.64,2.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.19,0.68,2.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.22,0.70,2.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.22,0.70,2.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.28,0.74,2.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.30,0.75,2.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.21,0.69,2.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.13,0.65,2.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.15,0.66,2.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.15,0.66,2.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.14,0.66,2.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.20,0.69,2.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.23,0.71,2.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.14,0.66,2.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.08,0.62,2.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.11,0.64,2.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.12,0.65,2.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.12,0.64,2.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.19,0.68,2.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.22,0.70,2.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.22,0.70,2.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.28,0.74,2.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.30,0.75,2.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.21,0.69,2.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.13,0.65,2.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.15,0.66,2.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.15,0.66,2.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.14,0.66,2.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.20,0.69,2.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.23,0.71,2.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.22,0.70,2.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.28,0.74,2.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.30,0.75,2.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.20,0.69,2.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.13,0.65,2.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.15,0.66,2.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.15,0.66,2.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.14,0.66,2.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.20,0.69,2.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.22,0.70,2.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,1.22,0.70,2.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,1.28,0.74,2.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,1.30,0.75,2.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,1.20,0.69,2.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,1.13,0.65,2.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,1.15,0.66,2.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,1.15,0.66,2.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,1.14,0.66,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,1.20,0.69,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,1.22,0.70,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,1.14,0.66,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,1.00,0.57,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.82,0.47,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.65,0.37,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.48,0.28,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.34,0.20,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.22,0.13,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.13,0.07,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.06,0.03,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.01,0.00,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.02,0.01,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.04,0.02,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.05,0.03,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.05,0.03,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.05,0.03,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.04,0.02,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.04,0.02,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.03,0.02,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.02,0.01,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.01,0.01,3.00,0.00,,
-6.80,-14.10,0.00,0.00,172.70,165.90,0.01,0.01,3.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,0.09,0.05,4.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,0.29,0.17,4.00,0.00,,
-5.10,-16.40,0.00,0.00,168.70,163.60,0.47,0.27,4.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,0.63,0.37,4.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,0.85,0.49,4.00,0.00,,
-3.40,-18.70,0.00,0.00,164.70,161.30,0.99,0.57,4.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.09,0.63,4.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.22,0.70,4.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.29,0.74,4.00,0.00,,
-1.70,-21.00,0.00,0.00,160.70,159.00,1.23,0.71,4.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.17,0.67,4.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.20,0.69,4.00,0.00,,
-0.00,-23.30,0.00,0.00,156.70,156.70,1.21,0.69,4.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.19,0.68,4.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.25,0.72,4.00,0.00,,
1.70,-25.60,0.00,0.00,152.70,154.40,1.26,0.73,4.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.25,0.72,4.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.30,0.75,4.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.31,0.76,4.00,0.00,,
3.40,-27.90,0.00,0.00,148.70,152.10,1.21,0.70,4.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.13,0.65,4.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.15,0.66,4.00,0.00,,
5.10,-30.20,0.00,0.00,144.70,149.80,1.15,0.66,4.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.14,0.65,4.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.20,0.69,4.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.22,0.70,4.00,0.00,,
6.80,-32.50,0.00,0.00,140.70,147.50,1.14,0.66,4.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.07,0.62,4.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.11,0.64,4.00,0.00,,
8.50,-34.80,0.00,0.00,136.70,145.20,1.12,0.64,4.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.12,0.64,4.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.19,0.68,4.00,0.00,,
10.20,-37.10,0.00,0.00,132.70,142.90,1.22,0.70,4.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.22,0.70,4.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.28,0.74,4.00,0.00,,
11.90,-39.40,0.00,0.00,128.70,140.60,1.30,0.75,4.00,0.00,,
13.60,-41.70,0.00,0.00,127.00,140.60,1.24,0.69,4.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.22,0.65,4.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.23,0.66,4.00,0.00,,
13.60,-41.70,0.00,0.00,124.70,138.30,1.19,0.66,4.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.15,0.66,4.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.19,0.69,4.00,0.00,,
15.30,-44.00,0.00,0.00,120.70,136.00,1.20,0.71,4.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.19,0.70,4.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.25,0.74,4.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.27,0.75,4.00,0.00,,
17.00,-46.30,0.00,0.00,116.70,133.70,1.18,0.69,4.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.10,0.65,4.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.13,0.66,4.00,0.00,,
18.70,-48.60,0.00,0.00,112.70,131.40,1.14,0.66,4.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.13,0.66,4.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.20,0.69,4.00,0.00,,
20.40,-50.90,0.00,0.00,108.70,129.10,1.22,0.70,4.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.22,0.70,4.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.28,0.74,4.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.30,0.75,4.00,0.00,,
22.10,-53.20,0.00,0.00,104.70,126.80,1.21,0.69,4.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.13,0.65,4.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.15,0.66,4.00,0.00,,
23.80,-55.50,0.00,0.00,100.70,124.50,1.15,0.66,4.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.14,0.66,4.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.20,0.69,4.00,0.00,,
25.50,-57.80,0.00,0.00,96.70,122.20,1.23,0.70,4.00,0.00,,
27.20,-60.10,0.00,0.00,96.70,122.20,1.14,0.66,4.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.08,0.62,4.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.11,0.64,4.00,0.00,,
27.20,-60.10,0.00,0.00,92.70,119.90,1.12,0.65,4.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.12,0.64,4.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.19,0.68,4.00,0.00,,
28.90,-62.40,0.00,0.00,88.70,117.60,1.22,0.70,4.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.22,0.70,4.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.28,0.74,4.00,0.00,,
30.60,-64.70,0.00,0.00,84.70,115.30,1.30,0.75,4.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.29,0.74,4.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.34,0.77,4.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.34,0.77,4.00,0.00,,
32.30,-67.00,0.00,0.00,80.70,113.00,1.24,0.71,4.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.15,0.66,4.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.16,0.67,4.00,0.00,,
34.00,-69.30,0.00,0.00,76.70,110.70,1.16,0.67,4.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.14,0.66,4.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.20,0.69,4.00,0.00,,
35.70,-71.60,0.00,0.00,72.70,108.40,1.22,0.70,4.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.22,0.70,4.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.28,0.74,4.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.29,0.74,4.00,0.00,,
37.40,-73.90,0.00,0.00,68.70,106.10,1.20,0.69,4.00,0.00,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.13,0.65,4.00,0.00,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.15,0.66,4.00,0.00,,
39.10,-76.20,0.00,0.00,64.70,103.80,1.15,0.66,4.00,0.00,,
40.80,-78.50,0.00,0.00,60.70,101.50,1.14,0.65,4.00,0.00,,
40.80,-78.50,0.00,0.00,60.70,101.50,1.20,0.69,4.00,0.00,,
40.80,-78.50,0.00,0.00,60.70,101.50,1.22,0.70,4.00,0.00,,
42.50,-78.50,0.00,0.00,60.70,101.50,1.14,0.66,4.00,0.00,,
42.50,-80.80,0.00,0.00,56.70,99.20,1.08,0.62,4.00,0.00,,
42.50,-80.80,0.00,0.00,56.70,99.20,1.11,0.64,4.00,0.00,,
42.50,-80.80,0.00,0.00,56.70,99.20,1.12,0.65,4.00,0.00,,
44.20,-83.10,0.00,0.00,52.70,96.90,1.12,0.64,4.00,0.00,,
44.20,-83.10,0.00,0.00,52.70,96.90,1.19,0.68,4.00,0.00,,
44.20,-83.10,0.00,0.00,52.70,96.90,1.22,0.70,4.00,0.00,,
45.90,-85.40,0.00,0.00,48.70,94.60,1.22,0.70,5.00,0.00,,
45.90,-85.40,0.00,0.00,48.70,94.60,1.28,0.74,5.00,0.00,,
45.90,-85.40,0.00,0.00,48.70,94.60,1.30,0.75,5.00,0.00,,
45.90,-85.40,0.00,0.00,48.70,94.60,1.21,0.69,5.00,0.00,,
47.60,-87.70,0.00,0.00,44.70,92.30,1.13,0.65,5.00,0.00,,
47.60,-87.70,0.00,0.00,44.70,92.30,1.15,0.66,5.00,0.00,,
47.60,-87.70,0.00,0.00,44.70,92.30,1.15,0.66,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,1.14,0.66,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,1.20,0.69,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,1.23,0.71,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,1.18,0.66,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,1.12,0.57,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,1.03,0.47,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.88,0.37,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.76,0.28,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.68,0.20,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.62,0.13,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.52,0.07,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.42,0.03,5.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.32,0.00,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.20,0.01,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.04,0.02,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.10,0.03,5.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.18,0.03,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.26,0.03,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.35,0.02,5.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.41,0.02,5.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.46,0.02,5.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.52,0.01,5.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.55,0.01,5.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.56,0.01,5.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.59,0.00,5.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.59,0.00,5.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.55,0.00,5.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.51,0.00,5.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.51,0.00,5.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.51,0.00,5.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.50,0.00,5.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.52,0.00,5.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.53,0.00,5.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.52,0.00,5.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.55,0.00,5.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.55,0.00,5.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.51,0.00,5.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.48,0.00,5.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.49,0.00,5.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.49,0.00,5.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.48,0.00,5.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.51,0.00,5.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.52,0.00,5.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.52,0.00,5.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.54,0.00,5.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.55,0.00,5.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.51,0.00,5.00,0.00,,
