Orientation Trunk AP,Orientation Thigh AP,Orientation Shank AP,Orientation Trunk ML,Angle Hip,Angle Knee,Ang Velocity Knee,Ang Velocity Hip,STS Phase,Placeholder,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.48,0.00,5.00,0.00,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.49,0.00,5.00,0.00,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.49,0.00,5.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.48,0.00,5.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.51,0.00,5.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.52,0.00,5.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.52,0.00,5.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.55,0.00,5.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.55,0.00,5.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.51,0.00,5.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.48,0.00,5.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.49,0.00,5.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.49,0.00,5.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.48,0.00,5.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.51,0.00,5.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.52,0.00,5.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.52,0.00,5.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.54,0.00,5.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.55,0.00,5.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.51,0.00,5.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.48,0.00,5.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.49,0.00,5.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.49,0.00,5.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.48,0.00,5.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.51,0.00,5.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.52,0.00,5.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.52,0.00,5.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.54,0.00,5.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.55,0.00,5.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.51,0.00,5.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.48,0.00,5.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.49,0.00,5.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.49,0.00,5.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.48,0.00,5.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.51,0.00,5.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.52,0.00,5.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.52,0.00,5.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.54,0.00,5.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.55,0.00,5.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.51,0.00,5.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.48,0.00,5.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.49,0.00,5.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.49,0.00,5.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.48,0.00,5.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.51,0.00,5.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.52,0.00,5.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.52,0.00,5.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.54,0.00,5.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.55,0.00,5.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.51,0.00,5.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.48,0.00,0.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.49,0.00,0.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.49,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.48,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.51,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.52,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.49,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.46,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.47,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.48,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.48,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.51,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.52,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.52,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.55,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.55,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.55,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.57,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.57,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.53,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.45,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.37,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.29,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.22,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.15,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.10,0.00,0.00,0.00,,
-0.00,-90.00,0.00,0.00,90.00,90.00,0.05,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.01,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.12,0.00,0.00,0.00,,
1.70,-90.00,0.00,0.00,88.30,90.00,0.21,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.29,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.39,0.00,0.00,0.00,,
3.40,-90.00,0.00,0.00,86.60,90.00,0.45,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.49,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.54,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.57,0.00,0.00,0.00,,
5.10,-90.00,0.00,0.00,84.90,90.00,0.54,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.51,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.52,0.00,0.00,0.00,,
6.80,-90.00,0.00,0.00,83.20,90.00,0.52,0.00,0.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.51,0.00,0.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.53,0.00,0.00,0.00,,
8.50,-90.00,0.00,0.00,81.50,90.00,0.54,0.00,0.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.53,0.00,1.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.55,0.00,1.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.56,0.00,1.00,0.00,,
10.20,-90.00,0.00,0.00,79.80,90.00,0.51,0.00,1.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.48,0.00,1.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.49,0.00,1.00,0.00,,
11.90,-90.00,0.00,0.00,78.10,90.00,0.49,0.00,1.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.48,0.00,1.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.51,0.00,1.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.52,0.00,1.00,0.00,,
13.60,-90.00,0.00,0.00,76.40,90.00,0.48,0.00,1.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.46,0.00,1.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.47,0.00,1.00,0.00,,
15.30,-90.00,0.00,0.00,74.70,90.00,0.48,0.00,1.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.48,0.00,1.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.51,0.00,1.00,0.00,,
17.00,-90.00,0.00,0.00,73.00,90.00,0.52,0.00,1.00,0.00,,
18.70,-90.00,0.00,0.00,73.00,90.00,0.48,0.00,1.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.46,0.00,1.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.47,0.00,1.00,0.00,,
18.70,-90.00,0.00,0.00,71.30,90.00,0.48,0.00,1.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.48,0.00,1.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.51,0.00,1.00,0.00,,
20.40,-90.00,0.00,0.00,69.60,90.00,0.52,0.00,1.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.52,0.00,1.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.55,0.00,1.00,0.00,,
22.10,-90.00,0.00,0.00,67.90,90.00,0.55,0.00,1.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.55,0.00,1.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.57,0.00,1.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.57,0.00,1.00,0.00,,
23.80,-90.00,0.00,0.00,66.20,90.00,0.53,0.00,1.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.49,0.00,1.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.49,0.00,1.00,0.00,,
25.50,-90.00,0.00,0.00,64.50,90.00,0.49,0.00,1.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.49,0.00,1.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.51,0.00,1.00,0.00,,
27.20,-90.00,0.00,0.00,62.80,90.00,0.52,0.00,1.00,0.00,,
28.90,-90.00,0.00,0.00,62.80,90.00,0.48,0.00,1.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.46,0.00,1.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.47,0.00,1.00,0.00,,
28.90,-90.00,0.00,0.00,61.10,90.00,0.48,0.00,1.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.47,0.00,1.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.50,0.00,1.00,0.00,,
30.60,-90.00,0.00,0.00,59.40,90.00,0.52,0.00,1.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.52,0.00,1.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.54,0.00,1.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.55,0.00,1.00,0.00,,
32.30,-90.00,0.00,0.00,57.70,90.00,0.51,0.00,1.00,0.00,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.48,0.00,1.00,0.00,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.49,0.00,1.00,0.00,,
34.00,-90.00,0.00,0.00,56.00,90.00,0.49,0.00,1.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.49,0.00,1.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.51,0.00,1.00,0.00,,
35.70,-90.00,0.00,0.00,54.30,90.00,0.52,0.00,1.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.52,0.00,1.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.55,0.00,1.00,0.00,,
37.40,-90.00,0.00,0.00,52.60,90.00,0.55,0.00,1.00,0.00,,
39.10,-90.00,0.00,0.00,52.60,90.00,0.51,0.00,1.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.48,0.00,1.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.49,0.00,1.00,0.00,,
39.10,-90.00,0.00,0.00,50.90,90.00,0.49,0.00,1.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.48,0.00,1.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.51,0.00,1.00,0.00,,
40.80,-90.00,0.00,0.00,49.20,90.00,0.52,0.00,1.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.52,0.00,1.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.54,0.00,1.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.55,0.00,1.00,0.00,,
42.50,-90.00,0.00,0.00,47.50,90.00,0.51,0.00,1.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.48,0.00,1.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.49,0.00,1.00,0.00,,
44.20,-90.00,0.00,0.00,45.80,90.00,0.49,0.00,1.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.48,0.00,1.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.51,0.00,1.00,0.00,,
45.90,-90.00,0.00,0.00,44.10,90.00,0.52,0.00,1.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.52,0.00,1.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.54,0.00,1.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.55,0.00,1.00,0.00,,
47.60,-90.00,0.00,0.00,42.40,90.00,0.51,0.00,1.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.48,0.00,1.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.49,0.00,1.00,0.00,,
49.30,-90.00,0.00,0.00,40.70,90.00,0.49,0.00,1.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.48,0.00,1.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.51,0.00,1.00,0.00,,
51.00,-90.00,0.00,0.00,39.00,90.00,0.52,0.00,1.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.52,0.00,1.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.54,0.00,1.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.55,0.00,1.00,0.00,,
52.70,-90.00,0.00,0.00,37.30,90.00,0.51,0.00,1.00,0.00,,
54.40,-90.00,0.00,0.00,35.60,90.00,0.48,0.00,1.00,0.00,,
54.40,-90.00,0.00,0.00,35.60,90.00,0.49,0.00,1.00,0.00,,
54.40,-90.00,0.00,0.00,35.60,90.00,0.49,0.00,1.00,0.00,,
56.10,-90.00,0.00,0.00,33.90,90.00,0.48,0.00,1.00,0.00,,
56.10,-90.00,0.00,0.00,33.90,90.00,0.51,0.00,1.00,0.00,,
56.10,-90.00,0.00,0.00,33.90,90.00,0.52,0.00,1.00,0.00,,
57.80,-90.00,0.00,0.00,32.20,90.00,0.52,0.00,1.00,0.00,,
57.80,-90.00,0.00,0.00,32.20,90.00,0.54,0.00,1.00,0.00,,
57.80,-90.00,0.00,0.00,32.20,90.00,0.55,0.00,1.00,0.00,,
57.80,-90.00,0.00,0.00,32.20,90.00,0.51,0.00,1.00,0.00,,
59.50,-90.00,0.00,0.00,30.50,90.00,0.48,0.00,1.00,0.00,,
59.50,-90.00,0.00,0.00,30.50,90.00,0.49,0.00,1.00,0.00,,
59.50,-90.00,0.00,0.00,30.50,90.00,0.49,0.00,1.00,0.00,,
59.50,-87.70,0.00,0.00,32.80,92.30,0.40,0.05,1.00,0.00,,
59.50,-87.70,0.00,0.00,32.80,92.30,0.23,0.16,1.00,0.00,,
59.50,-87.70,0.00,0.00,32.80,92.30,0.05,0.27,1.00,0.00,,
59.50,-85.40,0.00,0.00,35.10,94.60,0.12,0.37,1.00,0.00,,
59.50,-85.40,0.00,0.00,35.10,94.60,0.30,0.49,1.00,0.00,,
59.50,-85.40,0.00,0.00,35.10,94.60,0.45,0.57,1.00,0.00,,
59.50,-85.40,0.00,0.00,35.10,94.60,0.50,0.58,1.00,0.00,,
57.80,-83.10,0.00,0.00,39.10,96.90,0.57,0.59,2.00,0.00,,
57.80,-83.10,0.00,0.00,39.10,96.90,0.74,0.63,2.00,0.00,,
57.80,-83.10,0.00,0.00,39.10,96.90,0.86,0.66,2.00,0.00,,
56.10,-80.80,0.00,0.00,43.10,99.20,0.95,0.67,2.00,0.00,,
56.10,-80.80,0.00,0.00,43.10,99.20,1.09,0.72,2.00,0.00,,
56.10,-80.80,0.00,0.00,43.10,99.20,1.18,0.73,2.00,0.00,,
54.40,-78.50,0.00,0.00,47.10,101.50,1.22,0.73,2.00,0.00,,
54.40,-78.50,0.00,0.00,47.10,101.50,1.30,0.76,2.00,0.00,,
54.40,-78.50,0.00,0.00,47.10,101.50,1.34,0.77,2.00,0.00,,
54.40,-78.50,0.00,0.00,47.10,101.50,1.25,0.71,2.00,0.00,,
52.70,-76.20,0.00,0.00,51.10,103.80,1.17,0.66,2.00,0.00,,
52.70,-76.20,0.00,0.00,51.10,103.80,1.19,0.67,2.00,0.00,,
52.70,-76.20,0.00,0.00,51.10,103.80,1.19,0.67,2.00,0.00,,
51.00,-73.90,0.00,0.00,55.10,106.10,1.17,0.66,2.00,0.00,,
51.00,-73.90,0.00,0.00,55.10,106.10,1.23,0.69,2.00,0.00,,
51.00,-73.90,0.00,0.00,55.10,106.10,1.24,0.71,2.00,0.00,,
49.30,-71.60,0.00,0.00,55.10,106.10,1.15,0.66,2.00,0.00,,
49.30,-71.60,0.00,0.00,59.10,108.40,1.09,0.62,2.00,0.00,,
49.30,-71.60,0.00,0.00,59.10,108.40,1.11,0.64,2.00,0.00,,
49.30,-71.60,0.00,0.00,59.10,108.40,1.12,0.64,2.00,0.00,,
47.60,-69.30,0.00,0.00,63.10,110.70,1.12,0.64,2.00,0.00,,
47.60,-69.30,0.00,0.00,63.10,110.70,1.19,0.68,2.00,0.00,,
47.60,-69.30,0.00,0.00,63.10,110.70,1.22,0.70,2.00,0.00,,
45.90,-67.00,0.00,0.00,67.10,113.00,1.22,0.70,2.00,0.00,,
45.90,-67.00,0.00,0.00,67.10,113.00,1.28,0.74,2.00,0.00,,
45.90,-67.00,0.00,0.00,67.10,113.00,1.30,0.75,2.00,0.00,,
45.90,-67.00,0.00,0.00,67.10,113.00,1.21,0.69,2.00,0.00,,
44.20,-64.70,0.00,0.00,71.10,115.30,1.13,0.65,2.00,0.00,,
44.20,-64.70,0.00,0.00,71.10,115.30,1.15,0.66,2.00,0.00,,
44.20,-64.70,0.00,0.00,71.10,115.30,1.15,0.66,2.00,0.00,,
42.50,-62.40,0.00,0.00,75.10,117.60,1.14,0.66,2.00,0.00,,
42.50,-62.40,0.00,0.00,75.10,117.60,1.20,0.69,2.00,0.00,,
42.50,-62.40,0.00,0.00,75.10,117.60,1.23,0.71,2.00,0.00,,
40.80,-60.10,0.00,0.00,79.10,119.90,1.22,0.70,2.00,0.00,,
40.80,-60.10,0.00,0.00,79.10,119.90,1.28,0.74,2.00,0.00,,
40.80,-60.10,0.00,0.00,79.10,119.90,1.30,0.75,2.00,0.00,,
40.80,-60.10,0.00,0.00,79.10,119.90,1.20,0.69,2.00,0.00,,
39.10,-57.80,0.00,0.00,83.10,122.20,1.13,0.65,2.00,0.00,,
39.10,-57.80,0.00,0.00,83.10,122.20,1.15,0.66,2.00,0.00,,
39.10,-57.80,0.00,0.00,83.10,122.20,1.15,0.66,2.00,0.00,,
37.40,-55.50,0.00,0.00,87.10,124.50,1.14,0.66,2.00,0.00,,
37.40,-55.50,0.00,0.00,87.10,124.50,1.20,0.69,2.00,0.00,,
37.40,-55.50,0.00,0.00,87.10,124.50,1.22,0.70,2.00,0.00,,
35.70,-53.20,0.00,0.00,91.10,126.80,1.22,0.70,2.00,0.00,,
35.70,-53.20,0.00,0.00,91.10,126.80,1.28,0.74,2.00,0.00,,
35.70,-53.20,0.00,0.00,91.10,126.80,1.30,0.75,2.00,0.00,,
35.70,-53.20,0.00,0.00,91.10,126.80,1.20,0.69,2.00,0.00,,
34.00,-50.90,0.00,0.00,95.10,129.10,1.13,0.65,2.00,0.00,,
34.00,-50.90,0.00,0.00,95.10,129.10,1.15,0.66,2.00,0.00,,
34.00,-50.90,0.00,0.00,95.10,129.10,1.15,0.66,2.00,0.00,,
32.30,-48.60,0.00,0.00,99.10,131.40,1.14,0.66,2.00,0.00,,
32.30,-48.60,0.00,0.00,99.10,131.40,1.20,0.69,2.00,0.00,,
32.30,-48.60,0.00,0.00,99.10,131.40,1.22,0.70,2.00,0.00,,
30.60,-46.30,0.00,0.00,99.10,131.40,1.14,0.66,2.00,0.00,,
30.60,-46.30,0.00,0.00,103.10,133.70,1.08,0.62,2.00,0.00,,
30.60,-46.30,0.00,0.00,103.10,133.70,1.11,0.64,2.00,0.00,,
30.60,-46.30,0.00,0.00,103.10,133.70,1.12,0.65,2.00,0.00,,
28.90,-44.00,0.00,0.00,107.10,136.00,1.12,0.64,2.00,0.00,,
28.90,-44.00,0.00,0.00,107.10,136.00,1.19,0.68,2.00,0.00,,
28.90,-44.00,0.00,0.00,107.10,136.00,1.22,0.70,2.00,0.00,,
27.20,-41.70,0.00,0.00,111.10,138.30,1.22,0.70,2.00,0.00,,
27.20,-41.70,0.00,0.00,111.10,138.30,1.28,0.74,2.00,0.00,,
27.20,-41.70,0.00,0.00,111.10,138.30,1.30,0.75,2.00,0.00,,
25.50,-39.40,0.00,0.00,111.10,138.30,1.21,0.69,2.00,0.00,,
25.50,-39.40,0.00,0.00,115.10,140.60,1.13,0.65,2.00,0.00,,
25.50,-39.40,0.00,0.00,115.10,140.60,1.15,0.66,2.00,0.00,,
25.50,-39.40,0.00,0.00,115.10,140.60,1.15,0.66,2.00,0.00,,
23.80,-37.10,0.00,0.00,119.10,142.90,1.14,0.66,2.00,0.00,,
23.80,-37.10,0.00,0.00,119.10,142.90,1.20,0.69,2.00,0.00,,
23.80,-37.10,0.00,0.00,119.10,142.90,1.23,0.71,2.00,0.00,,
22.10,-34.80,0.00,0.00,123.10,145.20,1.22,0.70,2.00,0.00,,
22.10,-34.80,0.00,0.00,123.10,145.20,1.28,0.74,2.00,0.00,,
